CustomerID,FirstName,LastName,Gender,Age,Email,Phone,City,Country,Occupation,AnnualIncome,MembershipType,CustomerStatus,PreferredPaymentMethod,TotalOrders,TotalSpent,JoinDate,LastPurchaseDate
CUST03065,Madeline,Hayes,Female,39,sfranklin@williams.com,192-820-3451,New Chadfort,Mauritius,Museum/gallery exhibitions officer,97792,Platinum,Active,Mobile Banking,74,17957.26,2022-07-03,2025-02-20
CUST03066,Jessica,Morales,Female,26,gregory90@hotmail.com,+1-246-731-3349x6309,East Amanda,Samoa,"Teacher, special educational needs",63063,Platinum,Active,Bank Transfer,95,9817.03,2022-08-07,2022-11-26
CUST03067,Robert,Clayton,Female,58,imorales@medina.net,(463)922-4514x8505,West Jennifer,Wallis and Futuna,Public librarian,46445,Gold,Active,Cash,10,18363.1,2022-10-31,2024-01-10
CUST03068,Douglas,King,Male,20,williamfry@gallagher-beck.org,684.720.8031,Victorland,Somalia,Administrator,45406,Gold,Pending,Cash,8,13287.28,2026-05-13,2026-05-27
CUST03069,Rebekah,Moore,Male,20,mariamartin@gmail.com,001-586-381-2998x2054,Allisonshire,Armenia,Museum education officer,128557,Platinum,Pending,Card,60,6517.17,2025-03-12,2026-08-20
CUST03070,Laura,Robles,Female,25,dmaddox@hotmail.com,274-640-5980x01377,East Ryanburgh,Liberia,TEFL teacher,117515,Platinum,Inactive,Mobile Banking,46,4211.06,2024-09-05,2026-12-28
CUST03071,William,Reed,Male,55,barkermark@gmail.com,9757749404,South Maria,Philippines,Communications engineer,131115,Silver,Active,Card,4,14764.49,2025-12-21,2026-07-31
CUST03072,Ryan,Keller,Female,21,keithgeoffrey@anderson.com,+1-065-486-2155,Jamesfort,Greenland,Art gallery manager,65674,Platinum,Pending,Mobile Banking,27,4955.06,2025-05-14,2025-08-24
CUST03073,Steven,Nguyen,Female,69,hendersonangela@jones.com,044.081.3244,New James,Wallis and Futuna,"Engineer, land",140492,Gold,Inactive,Bank Transfer,38,6839.57,2025-09-28,2028-03-30
CUST03074,Timothy,Lee,Female,27,allison31@hotmail.com,0277597162,Amandabury,Ireland,Amenity horticulturist,69158,Gold,Active,Mobile Banking,33,6458.56,2022-09-20,2024-09-13
CUST03075,Brian,Simon,Male,34,lisapace@owen.com,(963)905-4092x150,North Randymouth,Faroe Islands,"Horticulturist, commercial",25813,Platinum,Pending,Card,18,11019.55,2023-10-13,2023-11-03
CUST03076,Kevin,Lee,Male,44,kanderson@gordon-allen.com,+1-671-135-8930,Shariberg,French Southern Territories,"Teacher, English as a foreign language",95770,Gold,Inactive,Cash,42,14013.61,2021-08-09,2024-01-28
CUST03077,Shane,Mayer,Female,44,ewilliamson@mcguire.com,348.941.9373x0966,North Amychester,Iran,Passenger transport manager,48731,Silver,Inactive,Bank Transfer,54,12002.68,2021-10-17,2022-12-11
CUST03078,John,Jordan,Male,46,rgarcia@rivas.net,+1-082-298-2087,Chavezchester,Djibouti,Emergency planning/management officer,111215,Platinum,Inactive,Cash,48,10836.43,2023-03-20,2025-03-17
CUST03079,Kelly,Miller,Female,36,jacob59@yahoo.com,+1-854-641-2586,North Nathantown,Saint Martin,Recycling officer,115331,Platinum,Inactive,Card,37,6855.27,2022-11-01,2023-09-29
CUST03080,Scott,Miller,Female,44,emcbride@hotmail.com,908.773.1085x1669,West Jasonchester,Puerto Rico,Airline pilot,53482,Gold,Pending,Card,88,14147.89,2025-02-27,2026-04-10
CUST03081,Gregory,Best,Male,33,morenoanthony@hotmail.com,+1-670-558-0382,Kevinhaven,Anguilla,Immigration officer,35043,Gold,Active,Card,16,12726.78,2025-03-25,2027-06-20
CUST03082,Lindsey,Perez,Male,61,anna30@hotmail.com,(520)202-2596,East Francis,Bulgaria,Environmental education officer,34117,Platinum,Inactive,Bank Transfer,47,11353.84,2022-05-26,2023-02-28
CUST03083,Gary,Miller,Female,59,hpotts@yahoo.com,001-590-243-1922x77748,Paulchester,Guadeloupe,"Designer, ceramics/pottery",101807,Platinum,Active,Cash,60,18829.3,2021-12-11,2023-10-15
CUST03084,Michelle,Neal,Female,64,brett22@hernandez.org,785.613.3362,Frankberg,Bosnia and Herzegovina,Hydrogeologist,47463,Silver,Inactive,Mobile Banking,59,6102.49,2026-02-20,2028-02-14
CUST03085,Diana,Roach,Female,65,michellemitchell@gmail.com,805.752.0772x22950,New Sandra,Marshall Islands,Operational investment banker,44666,Silver,Active,Bank Transfer,69,8040.72,2024-05-27,2026-03-21
CUST03086,Brenda,Collins,Male,48,jack37@mcgrath.com,(993)038-8643x5111,Lake Paulaport,Dominica,"Scientist, research (medical)",104099,Silver,Inactive,Bank Transfer,56,2743.59,2021-06-30,2023-09-15
CUST03087,Jeffery,Coffey,Male,53,youngkimberly@gmail.com,449.563.4392x7338,Brandonside,Poland,Ergonomist,116423,Platinum,Inactive,Card,65,1880.91,2024-05-02,2024-10-07
CUST03088,Samantha,Turner,Female,48,xwhite@white.org,391.388.7430,Port Benjaminville,Argentina,Education administrator,94685,Silver,Pending,Mobile Banking,72,8198.22,2021-06-19,2022-01-25
CUST03089,Stephanie,Johnson,Female,58,westbrad@gmail.com,137.034.7877x5971,South Andrew,Azerbaijan,"Civil engineer, contracting",109612,Gold,Inactive,Cash,96,6458.54,2025-09-11,2027-02-06
CUST03090,Lisa,Morrison,Male,54,wesley11@gmail.com,175-632-9499,Oscarhaven,British Indian Ocean Territory (Chagos Archipelago),Furniture conservator/restorer,149107,Gold,Pending,Mobile Banking,79,19789.67,2023-03-25,2023-05-23
CUST03091,Cindy,Wilkerson,Male,57,halerachel@yahoo.com,(892)395-8395,Marshallland,Gambia,Writer,67061,Silver,Active,Mobile Banking,51,17591.02,2024-11-28,2027-04-26
CUST03092,Michelle,Jenkins,Female,43,russellmccoy@yahoo.com,772.319.9864,Port Gary,Korea,"Geologist, wellsite",84730,Silver,Inactive,Bank Transfer,21,12963.36,2021-08-08,2022-02-01
CUST03093,Jason,Rodriguez,Male,66,jonathonwhite@silva-lyons.com,(115)650-9164x4267,Lake Emily,Bahamas,Private music teacher,43729,Silver,Inactive,Card,64,13357.39,2023-01-15,2025-08-05
CUST03094,Melinda,Casey,Female,53,dbryant@yahoo.com,653-959-3973x413,Duncanfort,Mali,Television camera operator,117712,Platinum,Pending,Mobile Banking,44,14886.53,2026-04-11,2027-10-17
CUST03095,Michael,Anderson,Female,67,franklintaylor@hendricks-bailey.org,067-276-5210,Floreschester,Canada,Retail buyer,46137,Gold,Pending,Card,24,5630.62,2022-08-06,2023-02-19
CUST03096,Ryan,Nguyen,Male,51,villegassteven@yahoo.com,001-804-964-4901x016,Jonberg,Micronesia,"Journalist, newspaper",20974,Silver,Pending,Bank Transfer,38,12056.63,2025-01-11,2027-02-10
CUST03097,Lauren,Richmond,Male,24,hjackson@yahoo.com,(137)154-4744x5340,Patriciamouth,Greece,Dispensing optician,148373,Silver,Inactive,Cash,85,11584.39,2024-05-31,2024-12-10
CUST03098,Shannon,Curtis,Male,66,marksmith@gmail.com,398.097.4170,Jennyborough,Dominica,Health and safety adviser,30981,Gold,Pending,Cash,97,18403.73,2022-11-28,2025-06-17
CUST03099,Rebecca,Fox,Male,21,katrina86@smith-shaw.org,001-902-410-7092x433,Justinbury,Sao Tome and Principe,Television/film/video producer,28396,Silver,Active,Cash,21,1014.71,2023-09-26,2026-04-09
CUST03100,James,Wilson,Female,18,othomas@gmail.com,(858)991-9684,New Jamesshire,Kiribati,Social researcher,115800,Gold,Inactive,Bank Transfer,65,5716.7,2025-10-24,2026-10-11
CUST03101,Marc,Smith,Female,52,vmurphy@gmail.com,964-113-3174x6130,Lake Raymond,Cayman Islands,Paediatric nurse,124422,Gold,Active,Bank Transfer,79,14093.35,2026-01-06,2026-12-01
CUST03102,Sharon,Stuart,Female,24,uburke@gmail.com,(921)602-6118x8562,West George,French Guiana,Energy manager,149213,Gold,Pending,Cash,64,814.85,2021-12-08,2023-05-14
CUST03103,Juan,Gardner,Female,36,olivialee@yahoo.com,125.644.1109x5476,Johnsonmouth,Japan,"Therapist, music",42161,Platinum,Pending,Mobile Banking,58,10945.67,2026-01-21,2027-12-10
CUST03104,Samantha,Bowman,Male,53,brittany20@yahoo.com,+1-493-706-8761,Bartlettport,Lebanon,Analytical chemist,101828,Platinum,Inactive,Card,82,8475.01,2023-07-01,2025-11-12
CUST03105,James,Reeves,Female,50,marco06@graham.com,001-180-897-6582,East Jessicaview,Andorra,International aid/development worker,106677,Platinum,Active,Bank Transfer,91,8393.08,2026-01-17,2027-02-13
CUST03106,Marc,Brown,Female,22,andradealyssa@castaneda.biz,(653)976-1608x942,Turnerburgh,Western Sahara,Amenity horticulturist,118651,Platinum,Pending,Card,80,2501.41,2024-08-12,2026-07-19
CUST03107,Ernest,Thomas,Female,63,joyce79@hotmail.com,346.254.4352,Sarahland,Malta,Music therapist,97018,Platinum,Active,Mobile Banking,60,14855.08,2022-02-03,2023-02-26
CUST03108,Michael,Black,Female,31,carlbennett@gordon.com,089-406-3139,North Diana,Kiribati,Dietitian,112257,Platinum,Inactive,Card,60,10022.82,2021-08-16,2022-08-25
CUST03109,Crystal,Baker,Male,61,heatherwalker@hotmail.com,418.119.9712x54747,Kristinebury,Guinea,English as a second language teacher,82307,Gold,Active,Cash,26,4379.09,2023-06-12,2024-04-05
CUST03110,Lisa,Rodriguez,Female,56,ttownsend@mooney.biz,001-700-757-3546x677,New Christopher,Sudan,Sales promotion account executive,125710,Platinum,Pending,Cash,76,10704.27,2022-01-23,2023-05-07
CUST03111,Billy,Jackson,Female,46,welchrandy@hodges.net,956-876-5693x65123,Port Jennashire,Tuvalu,Advertising copywriter,76526,Silver,Inactive,Cash,17,18707.65,2021-12-02,2024-02-23
CUST03112,Stephanie,Ellis,Male,67,michellewashington@hotmail.com,+1-788-739-2497x083,North Oliviamouth,Oman,Ranger/warden,61123,Platinum,Inactive,Cash,95,15409.95,2025-01-21,2027-02-20
CUST03113,Gloria,Rice,Female,34,jonesfrancisco@hotmail.com,001-503-178-4038x3152,West Andrew,Bosnia and Herzegovina,"Psychologist, sport and exercise",72399,Gold,Active,Mobile Banking,15,5369.98,2024-04-19,2025-11-02
CUST03114,Jane,Blackburn,Female,41,uhopkins@barrera.com,(422)455-7461,Ronaldfort,Greece,"Optician, dispensing",81467,Silver,Inactive,Bank Transfer,46,13571.99,2025-01-08,2025-04-14
CUST03115,Amy,Wilson,Female,24,zcisneros@rasmussen.com,001-716-547-1210x1361,Whitakerfort,British Virgin Islands,Garment/textile technologist,56411,Silver,Pending,Cash,71,12009.06,2022-02-10,2022-06-18
CUST03116,James,Weeks,Female,56,daniel10@martinez.net,001-678-636-5051x602,Lauraport,South Georgia and the South Sandwich Islands,"Designer, graphic",65529,Platinum,Active,Mobile Banking,8,19766.09,2023-01-06,2023-10-03
CUST03117,Shelly,Hernandez,Female,39,hsmith@williams.info,(534)706-0527,Theresashire,Burundi,"Engineer, biomedical",120838,Platinum,Active,Card,16,5938.16,2022-12-19,2025-05-11
CUST03118,Lisa,Gonzales,Male,27,utaylor@gmail.com,001-388-694-2086x559,New Anneside,Morocco,"Scientist, research (medical)",109677,Silver,Inactive,Bank Transfer,11,1094.13,2024-06-09,2027-01-09
CUST03119,Curtis,Chavez,Female,43,owhite@ford.org,(165)010-6440,Wilsonland,Cayman Islands,"Accountant, chartered management",26073,Platinum,Inactive,Mobile Banking,23,7880.54,2022-04-21,2023-04-03
CUST03120,Tanya,Perez,Female,66,swilkins@hall.com,(594)438-1767x2165,Dakotashire,Sudan,Aeronautical engineer,134365,Gold,Inactive,Mobile Banking,48,14521.69,2026-01-06,2028-01-06
CUST03121,Anna,Diaz,Female,24,grahamjeffrey@morris.org,+1-229-902-4877,Sherritown,Heard Island and McDonald Islands,Office manager,146447,Gold,Inactive,Cash,61,14982.92,2021-09-22,2021-12-24
CUST03122,Nathan,Johnson,Male,64,ibrennan@gmail.com,343.006.9671x642,Port Devinview,Saint Pierre and Miquelon,"Investment banker, corporate",50155,Gold,Pending,Mobile Banking,20,17406.75,2023-04-19,2024-07-02
CUST03123,Steven,Davis,Female,19,sanchezbrittany@gmail.com,474.777.0657,North Marissaton,Cocos (Keeling) Islands,"Therapist, nutritional",59031,Platinum,Inactive,Cash,5,13092.86,2025-01-19,2025-01-23
CUST03124,Tamara,Dillon,Male,59,fpowers@hotmail.com,(761)501-3438,South Jonathan,Liberia,Chartered legal executive (England and Wales),115191,Silver,Pending,Mobile Banking,15,10296.56,2023-07-25,2026-01-13
CUST03125,Joe,Burgess,Male,29,marilyn53@ballard.com,516-518-9383x002,Lake Jerryhaven,Antigua and Barbuda,Barista,60654,Platinum,Active,Mobile Banking,64,11720.81,2026-02-02,2028-06-15
CUST03126,Martin,Kennedy,Female,24,gdiaz@williams.com,+1-847-846-9187,Jacquelinechester,Denmark,"Research officer, government",148063,Platinum,Inactive,Cash,28,16403.01,2022-12-03,2023-12-16
CUST03127,Tiffany,Carter,Female,36,emilyrobinson@hardin.net,621-683-4914,East Joel,Saint Vincent and the Grenadines,Trading standards officer,34481,Silver,Active,Card,21,3292.98,2026-01-27,2028-10-22
CUST03128,Maria,Hurley,Male,22,gabrieljones@yahoo.com,001-784-018-0096x2178,Vanessaville,Eritrea,Call centre manager,143043,Gold,Active,Card,78,17449.2,2025-05-08,2025-10-10
CUST03129,Amy,Yates,Female,42,sararichardson@maynard.com,900.897.1928,North Elizabethberg,Faroe Islands,"Designer, graphic",111780,Platinum,Pending,Mobile Banking,12,2897.3,2024-05-12,2026-12-29
CUST03130,Hannah,Martin,Male,50,glittle@gmail.com,(283)064-3930x6356,Tuckerborough,Equatorial Guinea,Computer games developer,138460,Platinum,Inactive,Bank Transfer,67,8317.8,2023-01-21,2024-07-07
CUST03131,Taylor,Riggs,Male,61,anthony46@taylor.com,840.730.8903x71323,Melaniebury,Guinea-Bissau,Town planner,49866,Gold,Pending,Cash,49,3211.57,2022-06-23,2023-02-17
CUST03132,Jessica,Jones,Male,28,khurst@gmail.com,+1-011-662-0919x558,Goodwinstad,Swaziland,Museum/gallery exhibitions officer,136727,Silver,Inactive,Mobile Banking,21,19433.86,2021-08-25,2023-11-03
CUST03133,Eric,Porter,Female,33,cmiller@yahoo.com,(654)167-8565x16562,New Maryborough,Ecuador,Systems developer,54435,Platinum,Active,Bank Transfer,94,7752.08,2026-05-15,2027-12-17
CUST03134,Linda,Miller,Male,29,williamsnicholas@atkinson.com,300-907-1573x619,South Cassandramouth,Macedonia,Ambulance person,80007,Silver,Inactive,Mobile Banking,61,19378.66,2023-01-07,2023-09-11
CUST03135,Kelly,Smith,Male,69,brett71@foster.org,(202)753-7595,Samanthastad,Jamaica,Probation officer,138177,Platinum,Active,Card,98,3448.34,2021-12-01,2024-05-08
CUST03136,Robert,Dalton,Male,22,julia83@hotmail.com,267.753.9039,Maryport,Syrian Arab Republic,Phytotherapist,138422,Silver,Inactive,Mobile Banking,92,17649.66,2023-01-18,2025-09-14
CUST03137,Gordon,Taylor,Female,53,lorisolomon@hotmail.com,(825)258-5114,North Johnborough,Gambia,"Buyer, industrial",29766,Gold,Pending,Card,62,17759.37,2021-09-27,2023-05-01
CUST03138,Susan,Baker,Female,53,hannamarie@thompson-long.com,966-305-6186x4095,Lake Charles,Philippines,Forensic psychologist,105949,Platinum,Pending,Bank Transfer,99,8131.54,2021-12-06,2024-06-29
CUST03139,Zachary,Smith,Female,21,ashley81@gmail.com,(032)659-3094x00261,Moralesberg,Somalia,Conference centre manager,129875,Gold,Pending,Cash,68,10141.48,2021-12-13,2022-03-24
CUST03140,Bobby,Kelly,Male,22,aknight@campbell-francis.com,2590358202,Michellebury,Sao Tome and Principe,Adult guidance worker,145065,Platinum,Pending,Cash,58,5827.19,2024-03-08,2025-11-07
CUST03141,Bonnie,Walker,Male,37,steve49@rodriguez.org,001-180-428-4938x56426,New Gracefurt,Haiti,"Runner, broadcasting/film/video",100469,Platinum,Pending,Cash,40,9250.71,2021-05-19,2023-12-01
CUST03142,Jerry,Yoder,Male,40,melissaedwards@hotmail.com,689.328.0939x834,Williamsstad,Vietnam,Forensic scientist,43958,Silver,Pending,Card,43,8848.92,2024-03-22,2025-08-25
CUST03143,Steven,Soto,Male,23,reynoldsjulie@carr.com,001-085-739-1920x95222,North Greg,Iran,Telecommunications researcher,72821,Silver,Active,Mobile Banking,9,2180.1,2023-10-31,2024-03-27
CUST03144,Steven,Martin,Female,47,cpena@thomas.net,001-576-523-6866x460,East Nicholas,Uzbekistan,"Research officer, trade union",61751,Platinum,Pending,Cash,14,11311.02,2022-06-22,2022-11-14
CUST03145,Blake,Hopkins,Female,66,madams@jones.biz,1867609399,North Kristina,Papua New Guinea,Magazine journalist,21270,Silver,Inactive,Cash,17,6490.67,2025-05-10,2026-04-04
CUST03146,Anthony,Ford,Female,66,michele14@gmail.com,216-813-1856x731,Hannahborough,Nauru,Mental health nurse,133167,Silver,Active,Cash,29,6069.99,2024-04-08,2025-03-09
CUST03147,Brittany,Rojas,Male,52,elizabethfoley@brown.biz,909-607-3124,Melindachester,Reunion,Ship broker,33789,Platinum,Pending,Cash,24,4348.62,2023-06-06,2025-11-16
CUST03148,Bruce,Clark,Female,59,david04@webster.com,527-534-1339x2368,Angelaville,Holy See (Vatican City State),General practice doctor,118501,Silver,Inactive,Bank Transfer,85,4981.97,2023-08-26,2024-02-05
CUST03149,Judy,Pittman,Female,23,paul90@farmer-williams.com,001-060-832-2603x8632,Thomasville,Norway,"Engineer, civil (consulting)",27178,Silver,Pending,Bank Transfer,71,3880.55,2025-02-15,2025-04-24
CUST03150,Anthony,Moore,Female,18,sean37@gmail.com,039.725.8582x782,Port Deborah,Palestinian Territory,Accounting technician,27179,Silver,Pending,Card,13,3691.92,2024-01-05,2025-04-28
CUST03151,Jessica,Hoover,Female,43,alexa24@hotmail.com,8944626504,Burnsburgh,Gibraltar,Tour manager,115034,Gold,Active,Mobile Banking,88,4673.97,2023-02-01,2025-02-13
CUST03152,Carl,Roy,Male,27,evansjimmy@hotmail.com,001-035-564-6426x981,Amyport,Isle of Man,"Buyer, industrial",42962,Gold,Active,Bank Transfer,31,17375.23,2024-06-30,2024-12-12
CUST03153,Mario,Prince,Male,24,christinecontreras@yahoo.com,001-052-344-9189x209,Port Danielle,Northern Mariana Islands,Proofreader,43979,Gold,Pending,Bank Transfer,63,18650.35,2025-12-07,2027-12-27
CUST03154,Claire,Clark,Female,67,larsenglenn@tran-dougherty.com,001-285-253-4592x8538,East Charles,Tajikistan,Stage manager,139715,Gold,Inactive,Mobile Banking,21,11090.98,2025-12-23,2028-05-16
CUST03155,Laura,Anderson,Female,65,oaustin@bates.info,001-439-215-5924x82722,West Tonya,Western Sahara,Photographer,137045,Silver,Inactive,Mobile Banking,31,19000.82,2025-08-04,2027-03-02
CUST03156,Michael,Gibbs,Female,46,nparker@hill.com,(250)356-9567x1918,New Tyler,Djibouti,Air broker,45531,Platinum,Pending,Cash,50,13556.58,2026-05-10,2028-04-25
CUST03157,Richard,Brown,Male,38,mzimmerman@gmail.com,+1-366-535-6777x33499,Blackville,Malaysia,"Surveyor, minerals",53759,Platinum,Inactive,Bank Transfer,54,7391.68,2023-02-01,2024-12-22
CUST03158,Victoria,Taylor,Female,39,ilopez@hotmail.com,+1-725-711-7687x94060,Martinezville,Montserrat,Barrister,92684,Silver,Pending,Cash,73,5114.7,2026-02-16,2027-02-08
CUST03159,Angelica,Gilbert,Female,69,iallen@yahoo.com,001-213-742-3416x007,Phammouth,Somalia,Engineering geologist,113941,Platinum,Active,Bank Transfer,100,8615.8,2025-11-10,2028-03-14
CUST03160,Crystal,Schneider,Male,22,glopez@yahoo.com,+1-508-012-2599x81234,Chelsealand,Ghana,Community pharmacist,63617,Silver,Active,Bank Transfer,64,15791.91,2022-06-03,2024-12-30
CUST03161,Anita,Stevens,Male,43,brianyang@cole-evans.biz,395-509-0388x2062,Mitchellburgh,Madagascar,Furniture conservator/restorer,61052,Platinum,Pending,Bank Transfer,84,4335.2,2023-08-13,2025-06-17
CUST03162,Charles,Tucker,Male,70,steventurner@hotmail.com,044.473.4760x718,Hoffmanberg,Congo,Commissioning editor,118138,Platinum,Active,Cash,15,19216.68,2021-12-18,2023-03-20
CUST03163,Lisa,Vargas,Male,62,jennifer81@gmail.com,(968)501-7720,Lake Angelaburgh,Andorra,Museum/gallery conservator,113720,Gold,Inactive,Bank Transfer,87,10340.52,2022-07-05,2024-10-10
CUST03164,Brittney,Hayes,Female,35,cthomas@neal-shea.info,216.580.0533,Michaelhaven,Swaziland,Animal nutritionist,116288,Silver,Active,Cash,20,4168.1,2023-01-23,2023-11-22
CUST03165,Annette,Thornton,Female,40,kentchelsea@yahoo.com,793.970.5886x50416,Griffithhaven,Congo,TEFL teacher,121771,Gold,Active,Bank Transfer,57,17349.79,2021-10-05,2023-08-20
CUST03166,Travis,Charles,Female,34,ewilliams@lee.net,001-205-544-5735x71912,Lake Jerryfurt,Qatar,Barrister,75946,Platinum,Pending,Card,68,8423.82,2025-12-26,2028-05-05
CUST03167,Ian,Quinn,Female,20,megan45@gmail.com,9381721844,South Tamara,Turks and Caicos Islands,Purchasing manager,78150,Platinum,Active,Mobile Banking,19,5453.28,2025-05-10,2027-01-27
CUST03168,Alexis,Gross,Male,56,eward@yahoo.com,+1-641-514-7166x130,Romerohaven,Reunion,Music therapist,91339,Gold,Pending,Cash,92,18350.35,2025-06-06,2026-09-24
CUST03169,Kelly,Clark,Female,66,phammond@andrade.net,(894)465-3250x4199,West David,Namibia,"Conservation officer, historic buildings",74240,Gold,Inactive,Card,97,11313.45,2024-07-27,2025-04-15
CUST03170,Justin,Howell,Female,28,shellyyoung@gmail.com,(991)889-9995x557,West Nathan,Yemen,Geoscientist,133632,Gold,Pending,Bank Transfer,91,6425.82,2023-05-13,2024-09-24
CUST03171,Christine,Decker,Female,56,gibsonkristi@hotmail.com,+1-116-200-8247,Alyssahaven,Armenia,Homeopath,48068,Silver,Pending,Cash,12,19875.75,2022-01-18,2022-02-22
CUST03172,Eric,Alexander,Male,28,joshuasummers@gmail.com,+1-907-012-4698,West Logan,Switzerland,"Designer, graphic",43158,Platinum,Pending,Bank Transfer,48,10570.59,2022-12-21,2025-08-09
CUST03173,William,Schmidt,Female,65,dawsonleah@hayden.biz,133.114.9189x6330,Aliciachester,Bouvet Island (Bouvetoya),Technical sales engineer,107399,Gold,Pending,Bank Transfer,81,19331.38,2023-08-22,2024-09-25
CUST03174,Barry,Cox,Male,67,rachel90@yahoo.com,504.316.5086x3752,West Mary,Bahamas,Community pharmacist,89600,Gold,Inactive,Bank Transfer,84,3895.55,2026-05-14,2028-06-20
CUST03175,Jamie,Stevens,Female,70,pmahoney@yahoo.com,001-708-474-5668,Rodrigueztown,Pakistan,"Administrator, local government",71764,Silver,Pending,Bank Transfer,5,12914.97,2024-12-29,2027-06-13
CUST03176,Sherry,Taylor,Male,29,anthony54@mcfarland-nichols.com,764-318-4787x6060,Lake Margaret,Mozambique,"Designer, furniture",82657,Platinum,Inactive,Mobile Banking,37,662.94,2025-11-17,2027-03-20
CUST03177,Sara,Johnson,Male,68,michaelaustin@yahoo.com,001-337-547-1615x73198,Anthonymouth,Israel,"Radiographer, therapeutic",20747,Platinum,Pending,Bank Transfer,63,13755.42,2023-01-05,2023-03-12
CUST03178,Amy,Cooper,Female,32,lhayes@skinner.com,614.106.9932,Joshuachester,Kuwait,Veterinary surgeon,76634,Silver,Pending,Card,71,4880.81,2021-11-16,2022-03-22
CUST03179,Lisa,Sherman,Female,51,kathrynbush@yahoo.com,001-462-570-7969x0492,New Michaelberg,Bulgaria,Occupational therapist,55195,Silver,Pending,Bank Transfer,92,16701.46,2022-01-31,2023-04-09
CUST03180,Hannah,Nelson,Male,25,hunterdavid@graham-wilson.biz,(900)227-7030x0294,Geoffreyland,Senegal,Heritage manager,43142,Gold,Pending,Card,15,19809.9,2026-01-15,2027-05-19
CUST03181,Michelle,Bruce,Female,51,heather61@yahoo.com,135.703.1809,North Angelaport,Portugal,Radiation protection practitioner,100394,Gold,Active,Bank Transfer,75,4379.8,2024-12-06,2025-05-02
CUST03182,Nicole,Davis,Male,19,chadfields@gmail.com,(722)423-2174,West Lisafurt,Guinea-Bissau,Manufacturing engineer,95875,Platinum,Pending,Mobile Banking,90,19728.75,2021-08-25,2023-05-03
CUST03183,Cheryl,Woodard,Male,29,pcortez@brock.com,001-754-024-5136x880,North Kellytown,Belgium,Arts development officer,123539,Silver,Pending,Mobile Banking,22,6350.15,2024-05-15,2026-10-16
CUST03184,Dana,Yang,Female,45,cartermichael@hotmail.com,910.838.3437x7535,Cynthiachester,Denmark,"Engineer, electrical",146599,Silver,Pending,Mobile Banking,43,17041.23,2023-11-15,2024-01-01
CUST03185,Katelyn,Pollard,Female,45,kennethwalker@tucker.com,001-736-065-5397x6775,Grahamtown,Tunisia,"Psychologist, clinical",72171,Silver,Pending,Card,86,13298.03,2022-03-02,2024-09-14
CUST03186,Michael,Russell,Female,43,williamsrandy@miller.com,001-295-592-0771x3960,East Eric,Kazakhstan,Mechanical engineer,47391,Platinum,Pending,Bank Transfer,55,16076.24,2024-12-09,2026-04-10
CUST03187,Michael,Moore,Female,26,jamesmeyer@yahoo.com,986-471-0591,Kayleeborough,Falkland Islands (Malvinas),Information systems manager,85150,Gold,Pending,Mobile Banking,68,9678.27,2023-08-19,2023-11-16
CUST03188,Cynthia,Wright,Male,31,whitney75@snyder.net,679.770.0514,East Heather,Puerto Rico,Pharmacologist,142742,Platinum,Inactive,Bank Transfer,73,14893.43,2025-12-06,2026-10-14
CUST03189,Diana,Johns,Male,19,jennifer14@case.com,2707234970,Debbiemouth,Libyan Arab Jamahiriya,"Engineer, biomedical",34134,Gold,Inactive,Card,18,13724.71,2024-03-02,2025-01-08
CUST03190,Austin,Salas,Female,63,kingrachel@bird-cox.net,001-037-580-9969,Johnsonberg,Libyan Arab Jamahiriya,Commercial/residential surveyor,58179,Gold,Active,Cash,43,17119.23,2021-12-02,2024-04-17
CUST03191,Corey,Gallagher,Male,33,tsmith@gmail.com,001-945-954-5255x837,Joshuafurt,Ireland,Dance movement psychotherapist,113096,Gold,Pending,Bank Transfer,79,17754.61,2022-12-05,2024-05-02
CUST03192,Brad,Allison,Female,32,bbarnes@yahoo.com,338-566-0963x3887,Hunterfort,Cook Islands,Academic librarian,87147,Silver,Inactive,Cash,16,10266.6,2025-10-17,2027-10-03
CUST03193,Daniel,Larson,Male,62,howardkyle@benitez.biz,624-719-0254,Dunnstad,Libyan Arab Jamahiriya,Theatre manager,82374,Silver,Inactive,Bank Transfer,75,8163.6,2021-10-30,2022-12-29
CUST03194,Ashley,Jackson,Female,59,ymiller@christian.com,605-940-2517,Codyland,Oman,"Producer, radio",105327,Silver,Active,Cash,11,17646.19,2022-09-14,2025-03-25
CUST03195,Mary,Schroeder,Female,27,qpowell@gmail.com,001-775-141-0867x4258,Lake Melinda,Guinea-Bissau,"Designer, industrial/product",120096,Platinum,Active,Cash,87,5940.61,2025-03-04,2026-10-22
CUST03196,Danielle,King,Female,52,dmartinez@hotmail.com,869-189-0101,Wendystad,Oman,Radio broadcast assistant,115389,Silver,Inactive,Bank Transfer,90,2979.01,2022-05-13,2022-07-14
CUST03197,David,Pena,Male,70,hleach@gmail.com,001-328-926-9374,Allisonside,Sierra Leone,"Scientist, forensic",88951,Silver,Inactive,Cash,62,9688.9,2026-03-06,2027-02-05
CUST03198,Zachary,Brown,Male,56,kevin91@reyes.com,+1-086-661-0738,Tranton,Holy See (Vatican City State),"Buyer, industrial",93570,Gold,Inactive,Card,43,5119.04,2022-06-06,2024-12-16
